PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
Q9H3N1,TMX1,146.1932831,65.37471771,154.903595,NaN,17.81820488,25.60079002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205.394043,114.5571518,122.8630295,542.5714722,145.8417816,410.5487366,52.0058403,327.4243469,109.3718872,363.6286926,59.11929321,33.24422073,148.4051819,488.5467834,139.6666565,67.94482422,20.61361694,196.5888672,35.10409164,6.825051308,114.2747498,118.1314697,181.9668121,50.35499954,57.05137634,50.90477753,25.73901749,9.952044487,49.09695435,40.48608398,84.8190918,170.0780945,174.6611786
Q9H3P7,ACBD3,51.86345291,38.69666672,46.8275032,48.62654495,13.83966732,26.16479683,14.215065,19.01027107,44.46261597,NaN,13.79522324,53.23734665,41.0038147,NaN,NaN,12.65097427,107.0630951,9.232593536,184.598053,7.161802769,106.1932907,13.10518742,81.69425964,NaN,NaN,9.86034584,44.23490906,NaN,10.25125885,NaN,43.57780075,NaN,NaN,25.52887535,15.66585255,34.86728287,25.16096306,23.99918175,14.63974285,NaN,NaN,NaN,14.3348465,28.2829895,64.83654785,26.50531769
Q9H3R2,MUC13,21.73616028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.93737411,NaN,NaN,9.069068909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.03601456,55.07869339,NaN,172.1202087,NaN,NaN,25.71435738,NaN,37.18717957,NaN,NaN,NaN,351.7483215,NaN,86.84303284,78.05252838,NaN,159.1062317,9.230932236
Q9H3S7,PTPN23,42.68035507,13.87070847,14.90457153,12.56912422,30.57490349,NaN,7.22434473,9.887076378,23.42570305,12.47856522,NaN,51.16677094,11.25256443,NaN,28.18170166,NaN,NaN,NaN,NaN,4.978289127,NaN,7.596979141,8.265781403,3.77780652,41.7826004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.46643066,NaN,NaN,NaN,4.041953564,8.731666565,29.73812866,14.42216396
Q9H3U1,UNC45A,83.11560059,42.15227127,51.18658447,15.02102661,28.76420403,15.65035915,35.39187241,72.06973267,44.36929321,NaN,27.3796463,37.54428864,21.81190491,NaN,17.68871689,17.02927971,21.16899109,20.79238892,25.85785294,9.298165321,30.12174988,12.90622234,22.58298302,8.445116043,NaN,9.08178997,14.57716465,NaN,24.6069622,NaN,23.21125031,NaN,NaN,34.04688263,27.1313324,58.17874527,31.92378998,26.08661842,12.81911087,9.921462059,35.52394485,4.543419361,7.359339714,23.86573219,83.2329483,21.39477539
Q9H3Z4,DNAJC5,57.07803726,59.18023682,85.18224335,NaN,31.84358597,9.443266869,NaN,NaN,26.28171921,NaN,NaN,NaN,12.5927124,11.26187992,33.93479538,24.83773041,66.81504822,31.77971649,47.40912247,42.03330994,90.40301514,18.60889626,62.99560165,27.07828712,40.7689743,37.66121292,66.78722382,19.16703606,35.90620041,23.33380318,24.62921524,NaN,NaN,19.8950901,24.06184769,31.1052475,39.20243073,26.02022934,18.53060532,18.93003273,NaN,27.35713005,30.00465775,64.27687073,82.37689209,52.77149963
Q9H444,CHMP4B,82.4352417,66.34033966,68.08205414,22.81250381,43.22360229,40.54190826,107.7139893,37.65081024,81.48230743,67.53002167,81.35330963,105.8704071,66.77381897,101.6483612,22.10484505,13.42901039,24.5068779,13.02682209,39.51870346,28.8542614,27.72801399,18.80516624,23.99356651,22.22543526,26.45681763,15.86071205,31.00811195,18.7818985,31.94098854,20.4204731,20.43675804,23.34314156,18.77913666,12.9712162,16.2441349,11.8152504,17.34049797,17.2090416,5.188195229,10.97503376,NaN,7.479308128,13.49291897,16.44471931,29.18676376,21.8329258
Q9H446,RWDD1,223.8677673,79.56349182,59.41276932,14.50253391,125.213028,16.51143646,46.36762619,39.12467957,206.6620178,NaN,31.66504669,49.49594879,42.56745911,58.62185669,12.21158028,18.49838066,45.25522232,6.078442574,48.55707169,7.697041988,11.99589157,29.62882614,43.16632462,36.42041016,33.8130455,13.43647289,24.69604111,25.87277031,52.54407501,33.00656509,16.14986229,NaN,NaN,NaN,78.50391388,70.04261017,48.20440292,78.16703033,55.41470337,33.25971222,36.74309158,NaN,102.7562714,133.9938354,63.54838181,35.15573502
Q9H479,FN3K,241.6227722,116.2673798,189.4143982,10.21977329,25.47703362,23.60239029,39.44708633,36.10801315,49.78918076,37.73188019,32.04595184,38.29828262,23.538517,NaN,15.40882874,28.28745461,12.81896877,16.70379257,36.63698196,17.5727787,24.8517971,14.7619524,26.73859596,22.01098633,NaN,10.46996975,37.68361664,26.31467819,11.422966,7.499386311,11.47068596,NaN,NaN,48.95469666,25.91480446,35.22080994,22.41499901,19.61221504,6.201238155,14.44193554,NaN,4.700929165,23.04899979,12.4289608,73.77411652,25.64986229
Q9H497,TOR3A,62.67645645,60.80981827,56.52763367,189.2192535,102.0825958,75.48950195,74.91338348,93.80399323,146.5120087,139.6030731,140.7672729,142.9114227,126.2312775,77.82460785,34.11023331,66.18225098,76.08978271,41.45465088,113.0981369,92.5956955,43.41365051,56.06271744,90.91762543,52.86998367,41.82456207,70.00966644,42.90671158,139.1634674,106.0578766,101.4432068,70.43709564,170.3386993,95.32557678,106.1708908,155.8515625,154.0410156,173.7248077,260.9317932,160.3656464,128.9468384,180.672226,117.7138596,90.45446014,121.2872543,100.8481979,89.75915527
Q9H4A3,WNK1,32.09648132,4.601961613,13.64264584,18.51898575,12.30307484,19.25136948,12.03944111,29.77481461,16.9576664,7.054965973,18.99679184,23.76214027,24.70521545,NaN,14.68733788,11.06926632,5.494738579,NaN,19.36603165,4.733214378,5.619082928,7.012351036,7.777422905,20.12435913,30.83999062,5.23709774,24.21904373,14.84945583,6.18343401,2.767074823,6.859526634,NaN,18.08579445,10.94899178,3.726037025,NaN,22.04393387,9.267399788,10.11608791,NaN,8.713884354,NaN,8.975003242,22.76498032,19.50469971,18.30475616
Q9H4A4,RNPEP,37.04900742,15.9714222,37.44284058,37.5775795,41.57841873,53.48928452,237.6898651,85.01743317,74.02406311,36.03798676,51.77269745,82.63233185,56.49692535,NaN,34.76003647,26.99472618,25.57097626,32.84330368,50.66641998,30.10797501,26.20759201,46.20051956,35.27065659,28.09561729,56.72146225,22.24526024,51.33306503,80.65034485,21.95756149,41.97513199,34.58605576,31.07240486,52.95248413,27.4887886,39.15974426,44.32652664,26.15722466,18.25058746,26.72029114,21.93024635,45.1276207,21.59561348,52.93475723,17.43563461,29.13851166,26.95309639
Q9H4A6,GOLPH3,19.89000702,3.390818119,7.539792061,NaN,NaN,NaN,NaN,9.197133064,23.65669441,NaN,NaN,3.811446667,5.358055115,NaN,2.35775733,NaN,1.612625837,2.985274792,12.1561985,NaN,9.071581841,NaN,10.88384342,NaN,NaN,NaN,31.53587532,NaN,23.32145882,NaN,44.05864334,NaN,NaN,15.38453388,3.820070505,27.20707512,6.84918642,NaN,NaN,NaN,14.81520081,2.313596249,6.510688782,9.442180634,7.509523392,14.41624069
Q9H4A9,DPEP2,66.56494904,57.40600204,56.68753433,76.00531006,73.97828674,114.0960541,59.85234451,106.7365799,123.5227661,108.820488,105.4194336,105.3327255,82.82933044,128.901947,134.8795471,46.36818314,43.21588898,161.4204865,60.4572525,50.2011528,53.90969467,48.73946762,42.69744492,64.96861267,62.00881577,31.35396767,94.26530457,91.02272797,55.42876816,72.98686981,93.06957245,112.134201,97.41762543,111.150322,38.59711456,84.5236969,59.90802002,61.270401,91.48231506,76.15707397,58.08469391,47.01275253,32.2274971,34.41037369,37.59899902,100.7913666
Q9H4B7,TUBB1,13837.7168,15642.3291,15333.96191,804.8538818,4286.300781,438.263916,403.1105957,563.5604858,934.734314,1498.535034,466.8093262,284.3349304,328.5064087,3367.301025,1974.879395,3511.55835,4536.022461,2374.284424,4753.450195,1041.144653,3098.152344,3744.945313,2835.77832,1686.754028,558.875,2184.317383,5780.812988,445.2044983,1483.190186,564.1825562,2455.913818,1017.803833,202.5275879,1361.845581,1554.164917,1254.024414,1256.425659,1358.908447,1658.393677,1290.105469,800.4105835,1659.697144,454.1936951,2140.46167,3164.974365,3693.567383
Q9H4E7,DEF6,16.58962631,11.36791897,8.421787262,NaN,6.007421494,13.41405296,45.83221817,24.9596386,8.784492493,19.87590408,NaN,21.36236382,16.49690819,18.09175301,25.80245781,5.107759476,14.28553677,23.07222366,11.72315025,10.63648796,16.84717751,NaN,13.68098259,11.92336845,10.83321762,13.24436569,8.164499283,7.935785294,5.120573997,5.381746769,NaN,NaN,NaN,22.00385284,NaN,10.57685184,NaN,NaN,NaN,12.40562534,26.07621574,NaN,15.69555855,30.67043877,14.51579475,4.80349493
Q9H4G4,GLIPR2,246.3970337,164.7800446,225.902832,274.7431335,201.6686554,243.3874817,173.3751831,217.5133209,192.8186798,251.1164703,304.7685852,187.7562866,188.4708405,1386.342529,304.7840271,185.4058075,175.1054688,343.3063049,128.1604309,236.3461914,272.6587219,285.231842,263.3238831,190.5975952,352.5403748,249.1963806,160.2749481,178.3301849,348.8564758,205.2406921,118.8015594,219.4337921,128.0670624,201.4112701,133.8441162,182.8055878,174.8539734,129.4287415,160.0701904,107.5184402,126.5692673,106.4501495,109.7380981,124.2695694,305.1160583,558.6453247
Q9H4M9,EHD1,1041.728149,1318.813965,1115.59082,573.2957764,582.588562,809.5464478,2148.987793,650.1120605,1541.72522,299.3486023,614.2235107,1252.754395,898.8916626,381.9681396,516.7207642,215.4198303,512.2769775,479.789978,498.0916138,318.078186,446.8317566,294.870636,507.9368286,256.4931641,398.53125,385.2735291,363.005127,246.6235046,396.9173584,169.3474884,310.9772339,122.7431946,163.5703278,464.5496826,284.063446,554.4442139,282.5202026,251.0315094,246.7892914,330.7093811,181.0798645,175.0760193,391.9923401,282.9528809,1396.36438,542.8771973
Q9H4X1,RGCC,150.0029297,115.277977,212.1626892,24.89642906,50.14682007,29.58877373,52.1971283,25.05404472,42.08851624,47.8341217,31.40305328,78.58588409,38.47470856,NaN,NaN,23.66573715,NaN,34.01783371,21.92082977,NaN,14.78060436,7.616127491,NaN,16.08668709,NaN,NaN,44.54372406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.07614708,16.86878777
Q9H5X1,CIAO2A,86.60999298,45.68224335,49.55440521,73.46113586,81.70942688,NaN,24.27964592,57.80366135,46.18832016,26.91485214,31.81375122,NaN,36.13721848,56.92060089,39.532444,NaN,63.11841202,65.96063232,41.5856781,46.70234299,28.11876488,17.44774055,39.14435577,41.66648865,NaN,32.13707352,21.67362022,28.73154259,NaN,24.42889977,13.71295071,NaN,51.53135681,NaN,73.02335358,53.28231812,101.86409,62.11565781,30.85611534,36.10396194,42.00262833,21.23895645,23.48514748,83.86197662,59.65992737,35.70882034
Q9H6Q3,SLA2,277.5717773,137.4590607,115.8998642,58.03855133,108.8645096,13.79192257,15.10190105,63.55805969,52.30797195,34.52125549,40.31649399,33.77826691,19.3432579,119.2121582,NaN,40.66510391,50.88856125,6.45966053,24.35897446,NaN,13.98427391,34.42513275,22.32790184,28.67009735,NaN,24.20952988,22.13998985,NaN,17.4129467,NaN,NaN,NaN,NaN,NaN,11.73833466,49.09328842,32.88247681,40.87075806,19.68361282,33.96491241,NaN,NaN,NaN,24.8413868,68.7264328,40.65603638
Q9H6X2,ANTXR1,58.05635071,78.08166504,38.26081085,57.90607071,54.62301636,80.23106384,88.94635773,58.58407593,79.43166351,59.01472092,55.16370392,61.45292282,50.9089241,159.3327332,66.95491791,23.38109589,27.63152122,28.03596497,21.10001564,40.71800995,49.26875305,14.21440315,16.55014038,81.62862396,29.21053505,19.63975525,86.38072968,79.36066437,24.06525612,120.6690216,28.99692726,80.34098816,57.47565842,70.27351379,75.84729004,115.0555115,46.5899353,28.53346634,50.80628204,25.97384834,34.99487686,37.02791595,11.38582134,19.41758728,31.62618446,7.095489025
Q9H7C9,AAMDC,2.714023829,5.425655842,NaN,5.280194283,NaN,NaN,NaN,3.852857113,1.888144493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.398493767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H7D0,DOCK5,60.48539734,21.61789894,35.75019073,13.29662704,21.40399551,13.50238705,2.112700224,NaN,14.67830563,21.28393745,NaN,11.00634861,13.69726276,NaN,9.582941055,11.39575481,23.06940842,13.33616638,32.20338058,8.528622627,16.24899864,8.57361412,20.93904305,12.54711723,14.75179768,7.306241512,21.76549721,6.16206789,9.104457855,2.501944304,22.94226646,NaN,NaN,16.44371986,6.353703022,21.57436943,6.161799908,8.197790146,6.749817848,NaN,26.76123047,7.477915764,NaN,12.04877472,21.60547447,13.14217854
Q9H7D7,WDR26,146.0829773,15.71626091,164.5285797,22.77568054,47.97217178,14.15342808,38.426754,29.82043839,24.83673477,42.65028,33.5418129,24.33439445,14.49891758,NaN,20.73159218,8.92332077,50.50125885,43.04377365,60.04819489,19.37739944,45.87413788,5.923990726,34.68820572,19.02190971,46.82715988,22.70097923,87.35766602,36.77770233,12.14374447,17.96380806,12.44876385,23.25607491,18.77581596,24.50731277,10.8841238,9.721453667,28.88653374,25.94344521,NaN,NaN,14.44726753,NaN,NaN,59.2675972,59.9034996,11.22491741
Q9H7J1,PPP1R3E,183.4886322,98.59591675,181.2285004,16.17184067,34.05893707,16.7682991,NaN,NaN,26.19085121,NaN,NaN,NaN,NaN,NaN,NaN,3.72383523,4.18347168,NaN,12.81959629,NaN,15.91382504,NaN,5.238245487,15.51140213,NaN,NaN,41.45305634,NaN,NaN,NaN,NaN,NaN,NaN,42.55163193,14.21168232,15.70314693,7.104277611,8.927785873,NaN,NaN,NaN,NaN,NaN,18.74767303,43.59722519,22.13588524
Q9H7M9,VSIR,288.3424683,433.572937,409.9303284,86.21691895,75.54957581,56.61949158,72.20537567,61.40555191,74.0370636,74.13082123,76.43060303,62.05990219,65.61736298,50.48176193,69.69567108,79.99900818,184.9409485,83.50150299,140.5137482,38.9580307,118.8371429,97.39981842,150.7504425,69.39946747,82.3140564,76.39525604,265.5117188,44.85084534,87.63330841,45.13357162,114.6125259,49.506073,39.70955276,68.84897614,50.34231186,47.41588593,44.87223816,46.64413071,38.45769119,26.99985504,38.72932434,36.56624603,63.26605225,106.1203384,177.1725922,142.0894775
Q9H7P6,MVB12B,3.501752853,2.896279812,3.573788166,NaN,NaN,1.144085646,5.030171871,NaN,NaN,NaN,NaN,NaN,NaN,7.144118786,20.6332798,NaN,5.825523853,3.919769049,NaN,12.38376617,NaN,2.554883957,1.290473819,4.672372818,7.122511387,12.26481056,6.674247265,15.42480373,3.687045097,6.826978207,11.41831779,NaN,NaN,6.792588234,NaN,NaN,2.918799162,NaN,NaN,2.114325523,5.813925743,NaN,8.59378624,1.832563877,1.602259159,4.692667007
Q9H813,PACC1,59.37387085,104.020813,49.69797516,38.88512039,44.6818428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4855442,88.72724152,NaN,NaN,NaN,NaN,28.23477554,62.74956894,NaN,NaN,25.29615593,NaN,NaN,NaN,NaN,49.68945694,NaN,NaN,NaN,NaN,NaN,17.31919289,NaN,NaN,NaN,NaN,NaN,NaN,19.37845612,71.61555481,38.25259399
Q9H814,PHAX,4.581297398,7.980847836,15.32666206,NaN,8.194624901,NaN,NaN,NaN,6.743614197,NaN,5.76597929,NaN,9.856424332,NaN,9.676357269,NaN,3.828689337,10.71076012,16.63557625,NaN,12.01630688,NaN,10.86568451,6.598761082,8.12845993,NaN,28.1616993,6.344847202,NaN,NaN,NaN,NaN,4.473707199,NaN,NaN,NaN,NaN,NaN,2.327751875,NaN,NaN,NaN,NaN,NaN,9.848892212,2.886512756
Q9H832,UBE2Z,27.16347122,25.21091652,33.94530869,22.16068649,24.67500305,31.19187355,26.24872589,18.42922974,74.33636475,NaN,NaN,NaN,28.07274818,NaN,NaN,NaN,26.76974678,NaN,12.38771534,NaN,17.16051674,18.19615364,NaN,7.031601906,NaN,NaN,15.79606819,9.490997314,NaN,NaN,NaN,NaN,NaN,NaN,8.926490784,NaN,NaN,7.483769417,NaN,NaN,NaN,NaN,NaN,10.83588505,37.10273743,21.19950676
Q9H845,ACAD9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220.0475922,19.878088,NaN,44.59004593,22.29345512,19.4042263,NaN,52.01612091,17.28379822,22.1096096,37.48392487,NaN,19.0142746,37.56509781,23.9863472,8.13284111,NaN,33.79883194,NaN,NaN,25.45903778,NaN,36.95816422,NaN,NaN,NaN,NaN,NaN,NaN,19.05240822,56.05744934,25.12195587,32.96612167
Q9H8H3,METTL7A,110.2715607,62.03098297,122.2893753,30.75337791,73.56777954,12.62127399,130.843399,NaN,29.34234428,NaN,21.94631004,60.44704437,NaN,307.211731,128.4804077,185.2923889,1328.750977,128.5292816,465.1169739,58.09730911,492.4630737,168.7023163,569.1175537,123.5380173,36.22327042,239.0139771,395.4194946,1358.477783,64.36619568,40.54602432,246.3384399,41.72975922,62.88367844,161.2173309,418.2115173,1354.868652,418.7021484,175.6533661,109.9958954,32.06179428,92.87587738,82.61854553,314.8827515,156.0526886,197.5631104,448.7749329
Q9H8J5,MANSC1,268.8336792,284.458374,177.631424,240.660141,202.5987701,246.1557007,63.10377121,239.9412079,64.76181793,503.2373657,187.181076,220.8503876,208.3301544,756.310791,546.4598999,201.5400848,82.2529068,396.5458679,298.3179626,387.0281067,218.1370239,442.58078,323.8470459,382.8856812,532.480835,159.9772491,267.1522522,369.953949,173.6919861,297.9757996,249.4962463,289.9666748,524.6828613,226.0939026,324.9393311,279.5519104,225.56633,835.350769,172.3514709,1313.100464,664.2510986,356.6223755,196.6514587,155.6378937,171.6069641,319.8710938
Q9H8L6,MMRN2,193.1631012,222.6295624,213.362915,212.9522247,251.8591309,424.0716248,421.7318726,525.6019287,365.8242493,502.5447693,625.0018311,440.8903503,313.973938,273.2179565,394.2651367,275.5197144,159.6339874,321.2150879,128.2350922,324.2001648,209.1755981,271.482605,153.6456757,293.2462158,216.2036285,293.3072205,174.6392822,190.7872772,151.3877106,244.1396027,180.890274,255.9357605,367.1039429,348.3130798,136.8056793,93.03767395,147.6733398,119.3156891,95.90627289,143.4837341,102.7622604,203.3017883,125.2858582,83.95278168,91.57231903,120.7555237
Q9H8W4,PLEKHF2,49.69803238,61.85012054,70.82142639,26.20735741,45.89385223,24.14048004,25.62225151,22.72320938,39.19660187,76.86400604,60.71609116,38.84613419,19.82416153,NaN,19.24296761,13.34452915,13.3920393,10.00744915,24.2214222,NaN,16.17841721,NaN,12.17838669,16.95965767,9.965853691,8.959272385,16.09837341,13.70882988,12.98331738,22.21691132,18.17429161,5.216621399,NaN,32.31131363,13.8811121,15.92993641,30.5772953,18.04807472,20.31317139,NaN,NaN,NaN,14.16397381,19.67516327,46.01638794,11.69016171
Q9H8Y8,GORASP2,77.66384888,48.89874649,66.99082184,33.16573715,66.90143585,30.27890205,53.64438629,28.47251511,72.75656128,NaN,29.11294746,59.1416626,51.74135208,NaN,11.42836761,9.322366714,5.660976887,9.5642519,31.8447094,NaN,12.61659908,10.00500011,27.72228432,16.6381321,NaN,6.046038151,27.70645523,56.40819931,12.30125523,9.393122673,3.837785959,NaN,11.0820179,19.71191216,37.54650879,11.62561989,22.09660149,14.54152393,23.47210503,16.8263607,17.67190361,11.77472878,20.94508171,23.50525093,47.90833282,27.60986519
Q9H939,PSTPIP2,139.2445984,178.4526825,114.1306915,51.29305267,32.18371201,54.45981979,52.67219925,55.08153915,79.32513428,24.61543274,39.84945679,90.55336761,63.97475433,19.38137436,18.76999664,22.53679848,64.71819305,19.98604965,82.33797455,12.56867123,43.29827118,14.90133858,51.41057205,18.80196953,NaN,20.26871681,52.52662277,18.72161674,33.71937943,NaN,27.32323265,12.86534691,NaN,81.82623291,24.16153908,48.04893494,31.65031433,27.7776413,23.19487,9.155028343,21.18669891,NaN,NaN,45.76761627,163.2708282,38.37976456
Q9H9B4,SFXN1,47.39570236,26.44599915,57.18261719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.51753235,48.86223221,44.96485901,222.2563629,57.24652481,118.9945755,20.49770927,152.5388947,69.59896088,139.095932,74.20707703,6.828517437,69.05784607,122.2126083,78.88757324,42.1456604,8.458061218,79.41014099,6.692417145,NaN,37.04485703,56.3572998,89.33467102,26.90619087,39.88215256,31.37708092,4.164138317,12.71432781,11.30150127,36.55930328,61.28520966,88.98662567,78.25715637
Q9H9C1,VIPAS39,23.40365219,35.18985367,22.54746437,23.6026001,8.291194916,NaN,14.11726952,NaN,13.86139584,NaN,NaN,9.186526299,NaN,NaN,NaN,11.22351074,15.54020977,NaN,17.14178085,NaN,NaN,NaN,8.839250565,NaN,13.79644775,NaN,6.736198425,NaN,18.43528748,NaN,NaN,NaN,NaN,21.09703064,4.921522141,NaN,NaN,6.331442356,7.266283035,NaN,NaN,NaN,NaN,NaN,12.39238262,12.03471088
Q9H9H4,VPS37B,102.5349426,39.7939415,32.52823257,33.74876404,53.74338913,30.56643677,40.49880219,41.99342728,29.90732956,49.90668869,54.64277267,NaN,25.38070297,66.5932312,3.238104582,36.3054657,56.09186935,8.765928268,24.68712616,27.46902657,5.765598297,29.17918396,16.75206566,23.77040482,29.8824234,63.09872818,10.87334824,20.91522217,40.45879745,36.76065826,17.41813278,18.70654488,NaN,12.47501087,28.46029472,40.66825104,24.30917931,16.43234825,17.52854156,31.07460785,18.58830452,28.80088997,40.70336533,28.40444183,29.53166199,22.57767296
Q9H9J2,MRPL44,9.056629181,8.059387207,4.887494087,NaN,3.671665192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.592904091,9.60695076,NaN,6.266094685,NaN,NaN,6.441983223,6.878668785,3.62446785,NaN,5.394908428,8.452570915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.365188122,8.216881752
Q9H9Q2,COPS7B,91.60842896,79.49655151,114.458725,27.72585106,75.0085144,44.31917191,62.55978012,33.72482681,22.81043053,39.59673309,35.34425354,19.81072426,20.72136688,11.8943882,34.4400177,26.28101158,26.2161274,22.5977726,34.06758499,26.16433144,29.46850967,16.17315102,28.97244644,51.98446655,39.12905884,16.4729023,58.74781036,24.33292007,3.076346397,25.07817078,35.50217056,11.58442783,12.49745941,12.35225391,13.87431049,15.22468567,28.99990654,11.78739643,8.434112549,13.29705238,15.40177345,7.091761589,3.263854265,28.64855957,33.73889923,19.52896118
Q9H9T3,ELP3,232.5040588,84.69527435,3.296390772,965.0139771,451.637207,908.4686279,1458.196289,1239.856934,1402.999878,1172.811035,NaN,542.4987793,564.0970459,NaN,257.6879578,253.9024811,197.588623,NaN,391.548584,276.9205322,237.9964752,NaN,194.2870789,186.2155762,384.7926636,153.1734619,314.2909851,313.4575806,217.1247406,265.3598633,249.117218,NaN,NaN,207.8208008,464.8723145,NaN,460.7644653,410.9796143,175.1536713,216.1914673,NaN,NaN,214.8470306,289.6176147,169.5500793,108.3898544
Q9HA64,FN3KRP,60.64696884,19.21609497,33.02417755,14.29083729,13.81012535,7.978117943,21.11441803,53.80455017,4.537675858,29.50614929,7.918192863,76.85868835,43.97289276,NaN,13.42594624,10.06473541,23.20904732,14.19300365,14.39110565,NaN,3.543492317,1.906351686,8.093493462,12.82981968,NaN,3.302380562,16.97619629,10.76063919,NaN,NaN,11.36553001,10.59699249,NaN,25.09471321,NaN,NaN,9.295375824,6.256258488,9.020252228,NaN,NaN,15.56873798,8.112769127,8.766535759,49.24291992,21.1631546
