PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
O60331,PIP5K1C,33.74810791,22.36086082,59.72400665,NaN,12.06712914,4.47495985,10.32472229,NaN,NaN,18.03390503,NaN,NaN,NaN,9.375092506,12.27450848,20.88053322,NaN,9.251752853,NaN,NaN,7.26788187,3.932043552,NaN,3.290591717,NaN,4.957268238,13.31032658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.73094177,8.28754425,NaN,24.14973259,27.40185356
O60462,NRP2,1111.880127,1513.241577,1232.782959,657.2924194,825.5864258,1503.90979,1015.107483,1017.904236,773.1113281,1199.04126,661.5551147,1179.490356,788.0496216,3017.163086,1829.633911,2313.584717,1440.989136,2220.144531,1004.538269,2271.74707,1824.724976,2355.16626,1697.004517,1732.803955,1693.011353,2458.621338,946.7927856,1344.105103,1532.172119,1781.741333,3038.870605,1443.802734,2129.01123,2035.19519,1980.552124,2176.828857,1742.622925,1477.197021,3151.273926,5566.413086,3080.244141,3889.226318,3578.988037,1066.668335,1456.651733,3568.092773
O60476,MAN1A2,26.09555054,25.11528397,15.60764217,20.56690025,15.89900589,20.83787537,28.15449905,10.92193604,19.60025787,16.27023888,13.26996994,NaN,NaN,NaN,NaN,7.401818275,23.32890511,NaN,NaN,NaN,14.85710144,3.231449604,9.221942902,NaN,21.91186714,NaN,21.71389008,3.152726173,6.293557644,9.503443718,NaN,NaN,NaN,NaN,12.56324577,40.00615692,23.03446007,9.501010895,15.73327351,44.26922607,11.24612904,12.60923958,8.15724659,14.89066029,18.41223335,34.02808762
O60486,PLXNC1,23.76534271,9.657952309,7.117486954,NaN,34.33267975,14.52482605,10.28787613,17.81056595,NaN,NaN,33.5863533,18.7137928,19.300457,NaN,10.77474117,10.58360577,10.34088039,36.19410324,25.55667114,20.97989655,58.60937119,28.99377823,22.33342361,17.22752571,26.16806412,27.52896309,46.03555679,23.45271873,28.94545746,19.41849327,10.9566803,4.684559822,12.37847328,9.205545425,16.41166878,NaN,16.67015076,15.47821522,11.29550552,NaN,NaN,NaN,12.82374287,30.22298431,19.13718414,50.57620621
O60488,ACSL4,73.23048401,86.44432831,87.87052917,36.25905228,70.61245728,38.21032333,54.30952835,38.20986176,26.26745224,28.25400925,30.8235569,42.68565369,30.00234222,47.87693405,25.35046768,41.48383331,79.16416168,43.03855515,78.9365921,19.01385498,58.8175621,29.67069626,67.47904968,34.48274994,39.8097496,35.23838425,59.42588043,26.72639465,53.85206604,23.40486908,39.07444,19.07241249,22.85588264,36.37850571,30.36282349,32.80850601,34.85133362,31.58995628,33.55466843,16.16368866,10.42076397,16.06620407,29.67478371,36.37555695,135.4246826,65.0843277
O60493,SNX3,221.3374023,179.1305695,256.4828796,68.99237823,154.3147736,67.67983246,185.1992645,79.78959656,177.0995178,73.44963837,90.07553101,100.6423111,118.730423,31.18782043,50.35572052,53.91674423,45.64419937,27.65156555,85.89256287,31.60084534,49.48150253,43.4831543,68.01229858,53.06568146,49.42491531,36.4197197,89.23406982,34.39552689,46.14632416,33.75214386,27.61483002,30.19416237,31.77513504,31.66971397,29.05704689,29.95911598,28.75023842,26.00798225,25.92595863,30.32350731,25.58164787,46.75011444,27.73187828,37.24899292,73.8589325,53.92149734
O60496,DOK2,435.8124084,167.9653473,114.6914825,62.57011032,212.1026001,54.23305511,96.38213348,63.21003342,79.05644989,79.03221893,75.42549133,61.68810272,61.77190781,53.10041046,82.69452667,51.04701233,82.31455994,32.57249069,120.9826126,20.6411171,74.85785675,55.11925888,57.41917419,23.41138649,15.74775696,33.1456871,79.95999146,16.0931797,49.11202621,17.25087166,48.84837341,NaN,NaN,122.0712433,37.76181412,71.24887085,35.33766174,32.60718918,26.88459206,11.97964382,NaN,30.56322098,7.961481094,41.38241196,128.2033691,39.75705338
O60506,SYNCRIP,75.55754089,49.80948639,73.40833282,30.27326202,58.50037003,52.62298965,90.34070587,45.07045364,56.56107712,NaN,57.17977142,67.04289246,57.80440521,42.00577545,30.86488533,25.88166237,25.03702545,28.6480751,34.94889832,NaN,35.51387787,17.14226723,25.14447784,35.65536499,NaN,14.89406204,27.09615898,20.81979752,27.08121109,10.80909634,26.95200539,26.38226509,NaN,21.00982666,15.55500698,12.27189159,24.04507828,24.92790794,17.77146721,40.34565735,51.09685898,21.11438942,27.0563755,23.79558182,40.76586151,26.47788239
O60507,TPST1,17.91441345,14.90162468,14.86982727,33.80426788,15.49788284,33.02357101,37.23323822,28.19906807,27.26689529,26.95847511,25.30631256,29.19316673,30.11376762,70.97003937,28.36528587,32.74817276,42.4439621,18.43923187,26.69083595,26.31841469,33.38761139,40.65291214,38.46636581,27.25260925,22.59938622,47.95817947,11.56408978,18.49141312,42.91602707,33.7223053,33.24802017,14.94476318,23.5281105,39.31100082,36.40949631,41.75813293,33.08275604,47.28201294,30.58685875,26.09242439,43.64201736,17.85820389,31.77934265,42.19275665,24.82161522,23.16399002
O60547,GMDS,23.71559334,28.06355476,17.57410622,6.425680161,5.328201771,NaN,18.49439812,10.16176987,7.701546669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.781301737,NaN,NaN,10.04761982,NaN,9.27244091,3.432296276,NaN,6.842375755,12.23978329,NaN,13.11591721,NaN,NaN,12.19565582,NaN,NaN,15.6770153,25.7102108,13.59363365,14.02773476,NaN,5.594093323,NaN,NaN,8.358848572,5.573914528,2.847452402,23.72657585,8.736129761
O60568,PLOD3,31.12630653,35.31518173,35.71379852,9.479989052,14.86043453,17.96360588,28.65974426,18.65425682,NaN,27.00980759,22.58717918,15.11962795,19.04153633,NaN,43.96086884,23.32633781,57.94465256,67.59740448,42.13553619,6.64737606,91.51029205,25.80031586,61.93184662,8.927582741,29.73986053,25.98505402,62.11845016,12.22503757,42.19019318,NaN,27.93165207,21.91958046,NaN,29.74478149,34.30245972,23.54972649,15.80231476,34.87615204,30.4883728,40.09339523,NaN,14.83946896,29.43317986,40.1546669,39.11897659,22.41685295
O60603,TLR2,25.73902702,27.89593887,16.31220055,NaN,18.64995956,9.683142662,29.23373222,NaN,31.74746704,31.84350586,43.06730652,29.00473785,26.75400925,NaN,30.62937737,23.14006996,38.96535873,20.58251381,22.75670433,27.9191494,27.96483421,21.3332653,29.67218399,16.44214439,19.840271,30.85322952,49.71080399,18.33250427,21.96262169,24.61774063,23.83228493,35.05514145,14.13792896,19.72393799,25.99770737,24.9867897,18.40885353,11.50431252,19.11058426,NaN,NaN,14.49848461,17.99438667,19.60447121,54.41865921,27.13825226
O60610,DIAPH1,295.867218,405.2714539,294.6858215,95.70319366,142.6805573,70.9079361,45.80611801,79.50984192,143.0419922,43.29760742,46.69229889,123.5308609,71.77571869,63.91411209,50.56658173,52.2492485,167.5935974,32.27759933,287.6352234,32.25823212,153.7604828,74.54927063,159.8878326,34.79656982,39.48580551,44.60875702,89.18858337,33.29439163,80.62928772,21.11945915,100.0145187,8.920903206,18.9787693,58.70996857,64.68811035,91.41886139,177.6787262,67.49424744,54.57308578,16.17280769,25.77000237,23.97064781,20.50531578,95.00661469,299.7767639,61.04002762
O60613,SELENOF,15.85855579,19.32987785,18.0795002,17.16755295,9.592479706,14.58283997,12.01446629,17.18288803,12.35263443,7.181010246,11.23421383,16.82808304,18.52845001,18.41445923,15.9095993,17.17053223,16.24128342,13.42010307,11.24122047,9.74733448,19.07494354,17.50782013,16.55741501,19.98985291,17.62726593,14.96422005,16.58081818,11.30215931,9.421357155,21.25678253,9.934789658,5.323759079,20.93591881,21.25225639,13.8765049,3.638629198,22.23876572,17.30525589,13.44814682,13.01259518,17.90302849,13.04592228,7.379210949,7.975467205,9.969687462,11.68721962
O60635,TSPAN1,49.36551285,11.18866158,20.9050312,NaN,22.38865852,NaN,NaN,NaN,26.33360291,NaN,NaN,NaN,46.95512009,2303.613525,27.13340569,13.50904655,29.30846786,32.15822601,NaN,NaN,19.91982079,43.02153778,NaN,NaN,NaN,23.06964111,NaN,44.46417236,26.18000412,38.5857048,83.88235474,NaN,31.58650017,15.22043991,NaN,46.8260994,85.34388733,306.790802,23.81575584,76.82719421,70.3733902,312.5287476,35.51502609,16.6437397,138.0254822,480.1341553
O60636,TSPAN2,755.0859985,255.4625244,184.1428528,253.1658173,151.9366608,77.76180267,197.2072449,152.0580292,131.6921082,326.4201965,128.2940674,123.0896606,220.5953674,435.988739,1423.037964,82.56325531,165.5877533,96.63830566,174.8182831,454.6123657,311.7843628,463.0851746,197.4048462,208.6904449,1254.92981,251.2478485,131.0236664,294.3145752,335.3592529,132.6256714,290.0864258,85.29516602,167.2434845,40.60130692,136.6335297,140.4459076,122.4351425,89.07371521,83.58586884,60.57052994,134.2349091,52.14137268,151.8679352,113.9809875,75.7618866,138.6131134
O60645,EXOC3,115.0039291,49.28573227,61.59994125,46.79948425,22.33750916,21.16653252,22.89774513,NaN,26.96292305,NaN,20.58065796,NaN,NaN,NaN,14.96041679,20.32265663,20.73332405,NaN,60.09167099,NaN,24.21543884,NaN,20.30107307,21.40433311,26.92964745,15.31888008,26.24248505,NaN,22.7271862,NaN,NaN,NaN,NaN,31.9868679,NaN,20.22860718,28.38645744,11.6300993,20.78543854,NaN,NaN,6.259115219,22.29520988,30.5040493,26.32805824,17.67980194
O60664,PLIN3,167.4624634,77.80995178,83.30318451,63.48432159,210.957489,182.8518219,195.1977539,116.7011566,246.4912109,101.2944946,245.9759216,197.8273773,191.9174042,77.16635132,94.82806396,75.72544098,38.6924324,59.78990173,55.37429047,150.2129364,85.82931519,67.72595978,104.5438309,95.9863205,59.85769653,69.9000473,100.947258,240.1585999,72.27865601,168.6035614,28.81589699,77.24468994,153.0300446,111.0173798,106.6307449,114.4294891,72.28199768,92.77680969,49.93667603,56.56910706,89.32152557,83.139328,135.9918823,100.5053177,88.91582489,218.500824
O60667,FCMR,13.94242668,2.639837742,5.541337013,NaN,1.396915197,8.240832329,2.286340475,7.209870338,7.363383293,8.192499161,10.78046989,9.414151192,11.40151501,NaN,6.963685989,5.255652428,3.84100318,NaN,4.328340054,15.44835567,3.429546833,3.636452198,9.338428497,NaN,5.014048576,3.727955818,12.90320396,3.31450963,10.55862331,13.36257744,15.84266281,17.40981293,8.213157654,13.2944603,7.76255703,NaN,NaN,NaN,3.324966908,4.875583649,NaN,NaN,6.120419979,NaN,2.423126936,4.174668789
O60669,SLC16A7,169.5452271,35.06328964,91.38204956,43.58939743,33.64255142,43.42816925,88.59281158,21.9689064,73.95492554,42.94401169,NaN,NaN,39.10250473,49.26443481,49.96664047,36.12562561,38.67105865,38.44919968,32.40160751,44.35242844,32.71043015,30.6498661,19.84648895,33.22386551,39.79064941,25.62288666,53.2113266,23.40480614,16.55073929,22.55781174,14.69617653,NaN,NaN,33.13078308,NaN,NaN,NaN,NaN,27.13786316,20.22658539,18.51014137,28.89427185,23.50321198,13.60795689,14.35635471,40.67138672
O60674,JAK2,62.57211685,35.13675308,66.73097992,18.30145836,39.03012848,21.08295822,24.8567524,7.018625259,11.02481365,26.22744179,NaN,15.24088669,21.07652855,30.52590561,5.536850929,18.92761421,25.56421471,13.01037788,37.14450455,29.3238945,19.04745865,10.74189091,23.47022438,18.97671318,19.51269722,17.22868729,20.69337082,15.36547089,18.20435143,5.586433411,24.78258324,32.54057693,12.89901829,22.73638916,6.925036907,22.28721046,9.828850746,12.32178116,10.72409916,3.064471722,17.87118912,5.98328495,8.874258041,12.1669426,25.31872559,21.09301758
O60678,PRMT3,36.39892197,15.54082203,16.77783394,NaN,18.65723991,3.787657738,NaN,NaN,NaN,14.60568047,NaN,4.47637701,NaN,NaN,8.398489952,4.546670914,39.04490662,NaN,30.77364731,NaN,15.90985203,8.816345215,43.99150467,NaN,NaN,NaN,9.156933784,11.36628723,61.07889175,NaN,17.18492699,NaN,NaN,70.57387543,12.28747177,11.743783,11.57660961,8.407304764,8.054962158,NaN,NaN,12.22677612,8.133861542,13.69163227,30.86901474,33.13344955
O60684,KPNA6,83.43965149,41.43918228,119.4105072,34.83208084,34.15499115,41.557724,29.88649559,23.07476234,24.07910156,NaN,19.8787632,25.60146141,32.55384064,NaN,34.06941605,19.76493454,31.56756973,30.3487339,73.00493622,34.94492722,47.58433151,29.95980453,44.01320267,32.70907593,31.22744179,19.00495148,45.72195816,16.88289642,15.33340359,12.79240894,19.62051964,17.41768837,14.34204483,22.17280388,23.9203701,32.50081253,28.22637177,18.51906204,23.3455925,NaN,39.30077362,26.78816032,11.78828049,27.15685844,64.9335022,30.89365578
O60701,UGDH,25.16636658,10.81348038,23.10938263,NaN,12.77063179,NaN,38.20721436,56.9885788,NaN,NaN,NaN,NaN,NaN,NaN,11.49030209,12.70394897,35.95796585,21.58973312,32.97019958,NaN,NaN,25.52109146,13.84588814,54.51139069,247.0709686,13.41445351,22.78435516,41.71874237,8.342528343,NaN,NaN,NaN,NaN,NaN,46.69432068,49.23234558,12.99448395,70.67029572,28.63769531,NaN,NaN,24.92481613,43.97267151,79.85761261,16.01588058,41.4575882
O60704,TPST2,177.3380432,216.6859589,211.5963135,78.51383972,104.0040436,114.7777328,123.003685,83.87836456,110.2208862,64.89108276,82.10133362,60.87760925,55.44578171,223.6452179,122.9727173,93.29312134,238.940918,144.6593781,151.0232697,81.68587494,196.3738708,100.7166595,157.5518494,69.94399261,68.58349609,106.2802277,130.152832,48.16269302,134.1164703,50.8927269,119.2782898,55.33351517,63.33029175,66.1743927,102.7468338,93.46205139,67.76679993,64.18331909,79.28427887,77.48818207,81.8490448,85.10806274,98.72067261,144.3248596,149.7262573,113.1215057
O60716,CTNND1,22.8997879,15.05837345,16.1272316,NaN,14.3459959,10.71050739,41.52265549,NaN,NaN,NaN,NaN,NaN,NaN,18.84719086,14.51673126,NaN,24.52634811,NaN,NaN,NaN,NaN,14.76504135,8.195734024,19.4199791,26.2537899,7.882212162,20.70796585,26.66499901,86.83688354,15.40802574,NaN,NaN,12.83255577,NaN,112.1393814,74.48590088,82.97939301,175.9324646,111.2940598,164.8703461,22.28054047,NaN,24.39557457,27.5579319,29.17898178,38.91697693
O60749,SNX2,114.7870178,115.9849396,93.03164673,48.94375229,62.75261307,40.43244553,62.44934845,27.99994469,61.66249847,64.28941345,30.47772026,54.31011963,35.64992905,50.50303268,37.0020256,26.60250473,47.62247467,21.94153023,44.21559906,19.98350525,43.57912827,21.68000221,45.05090332,51.38775253,49.73516464,23.2219696,47.21796036,41.27873993,26.30548286,16.15524673,23.67973137,39.57076645,20.70066833,31.28320694,30.70243454,22.20452309,27.23043823,22.03164482,15.63245201,NaN,NaN,14.57307911,13.04221344,28.88933182,49.42800522,38.06098175
O60762,DPM1,31.84627724,43.01541138,30.27264977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.48835564,35.15793991,4.138377666,13.89988518,4.65613842,53.20861435,NaN,83.40428162,21.66156578,48.61118698,9.790745735,NaN,26.87238121,102.0483398,NaN,7.7035532,NaN,23.52056122,NaN,NaN,11.78209019,21.49298859,16.68583107,10.25815678,14.53369522,10.18388557,NaN,10.43248653,NaN,NaN,18.23369789,38.16280365,25.33973694
O60763,USO1,1243.117188,1083.678101,1633.349487,141.1292877,632.5736084,187.7688599,315.8521118,160.3579407,166.5520782,194.3987427,127.8123703,274.652771,251.9759064,170.9533234,71.5707016,105.5704727,121.7494965,89.48067474,148.9750061,59.30084991,161.4536896,153.2042389,184.5641174,114.062149,61.08803558,100.4522705,215.2767029,101.901741,113.1782074,46.23385239,90.82926178,52.65083313,31.89409637,61.12091064,163.8912506,123.5918045,213.9183655,134.1079254,88.0353775,96.19258881,106.5981979,145.1507263,271.9963989,343.0195007,88.07280731,476.6595764
O60784,TOM1,67.38956451,33.17219543,72.73857117,16.83014107,22.22169876,50.67261887,66.48308563,19.4076519,49.64443207,20.46267509,63.97414398,124.746254,81.79470825,NaN,13.00484657,15.32996559,22.66564369,28.52462578,101.7625198,23.30667686,128.9142761,8.862273216,75.34573364,7.004415989,46.59710312,24.3266449,96.85760498,17.98534584,15.11363792,4.109594822,44.13666534,8.100509644,11.90970707,39.71720886,NaN,NaN,NaN,NaN,4.360522747,NaN,NaN,25.45573425,NaN,7.580019474,29.18890381,6.490300179
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2BC12;H2BC12L;H2BC5;H2BC10;H2BC18;H2BC9;H2BC15;H2BC14;H2BC13,252.4049225,360.3164978,301.5031128,1720.744629,272.8095703,2546.376953,2109.608887,572.7546387,1896.425415,252.9667053,1277.809448,2670.025391,1157.169922,1293.316406,78.53740692,599.991394,757.4713745,364.2954712,1340.023682,272.2953796,2426.342041,474.3502197,2632.713379,960.9782104,842.5446777,1052.321899,300.1614685,434.9347839,2642.134277,541.6970825,431.242981,175.9750214,382.8622437,1039.610229,1478.601563,820.8526001,996.8483887,1104.82019,568.7788696,292.6482849,1681.141357,875.6213379,591.8787842,2140.946045,3665.312988,2853.682373
O60831,PRAF2,10.46244335,NaN,16.04499245,NaN,NaN,NaN,NaN,NaN,52.0940094,NaN,NaN,NaN,NaN,35.6928978,NaN,NaN,30.67762756,NaN,69.48316956,NaN,23.5419178,NaN,11.87123013,NaN,NaN,NaN,43.7994957,NaN,NaN,NaN,8.313167572,NaN,NaN,NaN,NaN,108.305397,30.31614113,13.58154678,NaN,NaN,NaN,NaN,NaN,49.34481812,33.25378799,25.77786064
O60832,DKC1,13.2396307,NaN,2.28239727,12.52818298,NaN,NaN,9.209159851,NaN,10.17308521,5.996308804,5.951473713,NaN,10.21923447,NaN,NaN,NaN,16.37380791,10.48381615,NaN,NaN,36.55150986,6.497109413,17.91321754,7.618593693,NaN,7.516743183,12.01529312,7.84969759,13.73966217,NaN,NaN,NaN,NaN,NaN,11.10581589,10.53690338,14.48542404,9.195543289,5.060614586,NaN,9.338932991,NaN,NaN,21.16421127,62.22208405,40.11539078
O60841,EIF5B,340.491333,255.1991272,418.9933167,39.712677,144.8177338,59.9164505,88.77973938,44.78271866,84.23861694,45.3561821,57.94458389,96.56562042,83.01675415,52.94565964,39.2082901,39.12705994,42.19604492,39.60190582,49.74874878,32.74816132,51.88272095,63.47007751,67.85261536,50.5976944,18.39661789,41.26042557,81.06539154,56.50682449,37.64321518,14.50374699,34.20835876,24.34578705,10.67069817,25.02416229,39.42874527,37.08914185,31.95204544,32.02656937,26.95373344,33.55586624,25.83439445,39.47497559,96.92308807,53.51696777,92.55413818,182.6796265
O60844,ZG16,2.669011593,6.153923512,2.692301989,NaN,NaN,8.246594429,6.434515953,4.419990063,10.37986088,20.20892906,11.21910763,30.59334183,5.869598389,NaN,6.449708462,NaN,3.983332872,NaN,5.592805386,5.08932972,NaN,4.435607433,1.052487969,20.59512138,NaN,3.825457573,NaN,NaN,2.635465145,NaN,7.727910042,9.559062958,9.38743782,21.43899727,7.188369751,NaN,NaN,NaN,9.544314384,1.989675999,NaN,6.90037775,NaN,3.842514038,4.485228062,4.996098042
O60861,GAS7,34.54896164,NaN,15.85936165,NaN,NaN,37.68225479,3.187491655,NaN,46.09034729,48.4177475,NaN,29.30074501,NaN,NaN,NaN,5.024020672,41.31314087,NaN,NaN,24.12834358,4.601994514,7.05708313,7.880398273,NaN,9.961688042,17.71968651,15.8545723,16.80814552,16.84416771,NaN,NaN,NaN,NaN,NaN,NaN,5.095829964,NaN,NaN,NaN,NaN,NaN,NaN,6.178026676,NaN,28.57977867,21.36222076
O60880,SH2D1A,7.664483547,14.48961926,14.2346859,11.40361023,14.0886879,15.335783,NaN,12.77231979,10.224823,17.70152092,20.24386597,9.90103817,NaN,NaN,114.1543961,9.758775711,17.49216461,8.584751129,NaN,24.96152115,14.95592117,NaN,9.50511837,13.99369907,NaN,NaN,9.753647804,NaN,4.126375198,20.39781189,NaN,NaN,6.832147121,7.569916248,4.639674664,NaN,NaN,NaN,11.97677708,11.98027039,14.18338394,9.196472168,6.510603428,NaN,14.37004566,5.587833881
O60884,DNAJA2,384.0351257,93.10914612,371.2907104,45.17296982,101.0890808,51.50481415,78.44309998,51.33561707,61.46073151,47.18118668,50.32988358,39.35028076,50.76216507,82.17797089,37.99015045,47.1618309,123.5528946,61.27684021,85.90740204,42.39011002,97.29299164,51.94416809,103.4984207,56.96360397,35.26847076,58.34189606,94.55284882,71.67698669,65.50164795,22.67169571,26.32077026,NaN,20.26666832,16.82614326,45.29346085,83.01737213,63.49501419,47.54330063,46.86087036,26.79288292,17.30045319,34.34671021,42.88937378,94.40442657,172.1209412,80.87735748
O60888,CUTA,148.0073242,94.63990784,66.30819702,64.91499329,67.30198669,53.89944839,47.60689545,40.71452713,38.3225708,36.93710709,33.04312897,41.67312241,84.83289337,316.5823059,55.1679039,114.3122864,36.35482407,75.99298859,42.2593689,52.24187088,46.92200089,80.45664978,46.09278107,185.0857544,75.28231812,59.47399139,84.04857635,104.5016251,66.75582886,73.16490936,51.73630905,33.2111969,136.8592529,102.3593369,115.8263626,164.4476166,104.6931076,92.7017746,65.75830841,207.9624023,125.1224365,93.0067749,105.2346573,70.15903473,45.20668793,81.58018494
O60925,PFDN1,155.887207,124.2132111,149.0014954,19.56589127,58.89550781,18.24440575,22.71679306,21.46446037,13.03129864,55.37288284,NaN,NaN,38.80958176,NaN,23.25107574,20.62666702,65.99514771,NaN,35.23254013,NaN,16.31637192,25.62334251,38.11070251,12.68849659,NaN,20.02729607,51.82028198,NaN,15.40279007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.44785881,NaN,NaN,NaN,NaN,NaN,NaN,15.39425087,35.26046753,24.80756187
O60936,NOL3,97.7718277,75.10183716,64.41695404,69.20541382,83.0819397,71.79138184,52.86810684,68.75906372,81.55206299,96.80127716,85.90262604,58.24202347,57.72327423,137.1378021,57.3228035,59.94316483,37.17137146,65.32780457,24.23284149,167.6538696,45.43360901,111.0848389,39.16878128,107.0158234,27.82343292,69.1651001,54.55887985,244.9143066,44.65913391,143.7531891,54.22060394,55.60214615,107.6489868,90.71205139,175.258667,69.06089783,29.72478676,87.13230896,61.03849792,75.02632141,135.3212891,65.82242584,120.5375137,36.13733292,38.12268829,426.0641174
O75015,FCGR3B,130.8681793,24.33718872,48.02936172,66.5238266,71.21537781,98.93035889,65.36068726,136.1375122,55.86334229,156.9518433,51.5381813,60.27988815,49.15463257,30.17573357,63.37906265,103.0388641,79.19249725,84.801651,139.2056122,210.6595154,133.4119873,87.09300232,148.8679352,82.08218384,123.5228882,94.35509491,78.06124878,149.7807617,167.9143982,47.32476807,NaN,104.502121,68.54951477,26.30132675,37.3692131,9.465557098,38.28562927,10.72782993,63.89311981,16.65450478,24.15858269,54.04167557,78.67114258,78.24859619,150.2325745,449.4202271
O75022,LILRB3,13.32639885,3.871304035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.63308334,16.60276031,NaN,NaN,NaN,12.43430614,NaN,NaN,14.13783646,NaN,NaN,NaN,NaN,34.70612717,NaN,29.75796509,38.29748154,11.36303616,11.27293205,NaN,NaN,NaN,NaN,NaN,NaN,11.79220009,NaN,NaN,NaN,5.136033535,NaN,14.06777382,27.93142509,58.54536057
O75023,LILRB5,31.9023056,27.59743118,49.70070267,62.93968582,47.82122803,32.47278976,50.64990234,62.0862999,123.9243546,64.77742004,128.3533783,70.85327148,59.63732147,86.71646118,38.90352249,40.66176605,73.47389221,45.45828629,34.10583115,15.53834534,NaN,44.64785004,29.61111069,23.18425369,54.79188538,36.04993057,26.59630203,54.9015007,28.7779789,39.63160324,50.95333862,47.81482315,37.97633362,56.98594666,40.2052536,23.93463898,19.44604111,24.04495239,58.65582657,29.76642799,22.83468056,21.32203865,48.60525513,5.69023037,59.545578,83.5497818
O75037,KIF21B,5.819675922,NaN,NaN,NaN,5.31627655,NaN,NaN,NaN,NaN,NaN,NaN,5.550580978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.524153233,NaN,12.22535706,NaN,NaN,NaN,5.122253418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.689466476,NaN,NaN,NaN,NaN,NaN,1.171494842,7.341693878,16.30313492,2.58573246
O75044;P0DMP2,SRGAP2;SRGAP2B,4.241143227,2.873104095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.544484138,NaN,5.634107113,9.533088684,NaN,NaN,1.806497216,3.343948603,1.935663581,2.205260038,NaN,4.791805744,4.036781788,5.673012257,5.903064251,NaN,3.457855225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.516217709,NaN,NaN,6.173244476,2.765797853
O75083,WDR1,475.3228455,552.1269531,591.5631104,667.4217529,358.7838135,344.3926392,303.8872681,355.0106812,488.6277771,131.5875397,243.9314575,525.5344849,346.3128662,214.6394653,318.6578979,119.1370163,451.5081787,120.3619156,538.9078979,107.0889816,294.7286072,120.3861618,251.134079,131.2799377,120.6735229,103.4560547,306.9821472,55.98226166,286.9432983,59.18108368,221.4412384,52.86663437,55.47182465,336.9672852,185.7800903,536.7122192,257.4557495,236.3732605,194.7805481,106.131485,86.82514191,51.20730972,102.7439423,220.9644012,754.7502441,143.543396
O75096,LRP4,NaN,18.00680923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.9758759,12.49899101,8.826434135,5.509227753,NaN,12.12978268,4.402292728,14.26800442,NaN,172.1074219,NaN,56.11950302,71.30484772,56.90427017,28.66853905,61.04249573,NaN,114.1588058,NaN,63.3557663,73.60285187,NaN,NaN,19.55978203,33.32942581,NaN,NaN,70.44358063,44.63569641,62.74626923,14.76594639,NaN,NaN,16.69845963
O75116,ROCK2,372.0226135,120.2843552,503.1582642,77.36730957,131.5749969,50.77205276,27.95874214,49.67667007,77.18268585,48.30657959,42.34595871,60.56800461,47.37018967,41.86152267,34.94178009,53.03495407,81.81800842,22.05389977,107.1926804,24.36543274,62.02173996,38.87561035,56.33808517,33.42615509,16.63168907,28.84078026,69.19252777,18.44450569,38.4940567,8.555944443,44.42990875,32.76808548,NaN,42.28775787,35.045681,46.09693146,52.16299438,45.46155548,32.29882431,25.36902618,12.24041939,6.930772305,14.18053722,46.00876236,133.4137573,48.31692505
O75131,CPNE3,119.7466507,139.2293396,111.9713364,68.98877716,62.82954025,101.9752121,169.312851,73.73297882,117.4754333,52.44812775,86.9385376,110.6021576,85.31263733,52.64001846,74.496315,42.28134537,189.2471619,77.21443939,128.2494049,41.36691666,131.897049,42.06074142,169.6593781,47.06953812,59.34218597,79.13578033,65.19244385,45.16778946,73.86054993,23.95040703,64.31569672,22.69768143,30.21728325,48.25034332,57.1530304,67.45159912,62.1045723,61.25138092,54.18003082,19.5575428,27.64328957,26.7507782,40.41292191,113.7085037,194.0001984,67.33588409
O75144,ICOSLG,32.56941223,57.34568405,45.05548096,86.36198425,63.61214066,72.30290222,105.2097397,151.431366,120.7445908,169.4795227,99.44306946,118.6430511,85.27800751,155.164917,49.88316727,27.64697838,26.93264389,52.1726265,55.65022278,86.38504028,35.00486755,21.18130112,24.79145813,64.56855011,29.79096985,15.20662212,73.99894714,52.66892242,67.96781158,63.94446564,65.9617691,83.80034637,93.13523102,81.9588089,186.1533813,218.6394653,90.3837738,153.3225708,91.84262848,136.6610413,140.2290955,42.52640152,121.4684753,34.34477615,30.88897896,43.93631744
